Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
d1914064-9b2f-4898-9c32-fa9e86430645,"2020-06-10, 11:26:51 PM",root,ListAccountAliases,,,,us-east-1,,99.245.179.215
df72b3e2-1cff-45fa-ad58-b3c827bc151e,"2020-06-10, 11:26:51 PM",root,GetAccountSummary,,,,us-east-1,,99.245.179.215
cf571bb4-c3a4-43ff-80af-6a1cc600c8b5,"2020-06-10, 11:26:36 PM",root,ListPolicies,,,,us-east-1,,99.245.179.215
71042ef4-2ebd-400c-b772-9c004ebea531,"2020-06-10, 11:26:27 PM",root,ListUsers,,,,us-east-1,,99.245.179.215
e28dee64-f4aa-470e-b572-f6bcf5f788ab,"2020-06-10, 11:26:27 PM",root,ListGroups,,,,us-east-1,,99.245.179.215
4113d00e-6bce-442b-be1e-bd9ee42256ef,"2020-06-10, 11:26:26 PM",root,ListUsers,,,,us-east-1,,99.245.179.215
15b3e9ed-c1bf-45de-a461-89efc8bcd807,"2020-06-10, 11:26:07 PM",root,GetAccountPasswordPolicy,,,,us-east-1,NoSuchEntityException,99.245.179.215
282e4a42-e639-487a-9eef-56d1d8a144b2,"2020-06-10, 11:26:07 PM",root,ListAccessKeys,,,,us-east-1,,99.245.179.215
c1adfe80-86fe-4fe0-bcd8-f847e0564b2c,"2020-06-10, 11:26:07 PM",root,ListAccountAliases,,,,us-east-1,,99.245.179.215
c308cf2c-4b6f-4e92-b451-eb5bb92c99ee,"2020-06-10, 11:26:07 PM",root,GetAccountSummary,,,,us-east-1,,99.245.179.215
f9281a5b-7dec-4392-908e-0bb6f45446d6,"2020-06-10, 11:25:57 PM",root,ConsoleLogin,,,,us-east-1,,99.245.179.215
